word,letter,category,precision_level,etymology_summary,content,somatic_integration,temporal_translation,cultural_bridge,filepath,last_updated,hash_value
REGALED,R,Entertained/Delighted,LOW,"**Category**: Entertained/Delighted  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",,YES,NO,MINIMAL,,2025-11-13T17:20:05.297653,ce7645447c4010d5
REGALED,R,Entertained/Delighted,LOW,"**Category**: Entertained/Delighted  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",,YES,NO,MINIMAL,,2025-11-13T17:20:05.297653,ce7645447c4010d5
REGRET,R,Sorrow/Remorse,HIGH,"**Category**: Sorrow/Remorse  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T17:20:05.297653,4391e23d4ea104f6
REGRET,R,Sorrow/Remorse,HIGH,"**Category**: Sorrow/Remorse  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T17:20:05.297653,4391e23d4ea104f6
REGRETFUL,R,Feeling Remorse/Sorry,MEDIUM,"**Category**: Feeling Remorse/Sorry  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T17:20:05.297653,eba5defc3374e7a9
REGRETFUL,R,Feeling Remorse/Sorry,MEDIUM,"**Category**: Feeling Remorse/Sorry  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T17:20:05.297653,eba5defc3374e7a9
REINFORCED,R,Strengthened/Supported,LOW,"**Category**: Strengthened/Supported  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",,YES,NO,MINIMAL,,2025-11-13T17:20:05.297653,81b4eab876954b5c
REINFORCED,R,Strengthened/Supported,LOW,"**Category**: Strengthened/Supported  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",,YES,NO,MINIMAL,,2025-11-13T17:20:05.297653,81b4eab876954b5c
REJECTED,R,Exclusion/Dismissal,HIGH,"**Category**: Exclusion/Dismissal  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T17:20:05.297653,b4a320b39ff863c1
REJECTED,R,Exclusion/Dismissal,HIGH,"**Category**: Exclusion/Dismissal  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T17:20:05.297653,b4a320b39ff863c1
REJECTION,R,Act of Refusing/Dismissal,HIGH,"**Category**: Act of Refusing/Dismissal  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T17:20:05.297653,db50b66c4870cbce
REJECTION,R,Act of Refusing/Dismissal,HIGH,"**Category**: Act of Refusing/Dismissal  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T17:20:05.297653,db50b66c4870cbce
REJUVENATED,R,Renewed/Refreshed,LOW,"**Category**: Renewed/Refreshed  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",,YES,NO,MINIMAL,,2025-11-13T17:20:05.297653,3184fda3bd3b90c8
REJUVENATED,R,Renewed/Refreshed,LOW,"**Category**: Renewed/Refreshed  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",,YES,NO,MINIMAL,,2025-11-13T17:20:05.297653,3184fda3bd3b90c8
RELATED,R,Connected/Associated,MEDIUM,"**Category**: Connected/Associated  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T17:20:05.297653,bfff0d316cac8762
RELATED,R,Connected/Associated,MEDIUM,"**Category**: Connected/Associated  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T17:20:05.297653,bfff0d316cac8762
RELAXATION,R,Calm/Restful,HIGH,"**Category**: Calm/Restful  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T17:20:05.297653,f1232b3d53d2b5ff
RELAXATION,R,Calm/Restful,HIGH,"**Category**: Calm/Restful  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T17:20:05.297653,f1232b3d53d2b5ff
RELAXED,R,Ease/Calm,MEDIUM,"**Category**: Ease/Calm  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T17:20:05.297653,fa32a077ae742d79
RELAXED,R,Ease/Calm,MEDIUM,"**Category**: Ease/Calm  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T17:20:05.297653,fa32a077ae742d79
RELIABLE,R,Dependable/Trustworthy,LOW,"**Category**: Dependable/Trustworthy  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",,YES,NO,MINIMAL,,2025-11-13T17:20:05.297653,197e708ce973c899
RELIABLE,R,Dependable/Trustworthy,LOW,"**Category**: Dependable/Trustworthy  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",,YES,NO,MINIMAL,,2025-11-13T17:20:05.297653,197e708ce973c899
RELIEF,R,Comfort from Distress/Ease,MEDIUM,"**Category**: Comfort from Distress/Ease  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T17:20:05.297653,01ac1bd6c132c8b7
RELIEF,R,Comfort from Distress/Ease,MEDIUM,"**Category**: Comfort from Distress/Ease  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T17:20:05.297653,01ac1bd6c132c8b7
RELIEVED,R,Release/Liberation,MEDIUM,"**Category**: Release/Liberation  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T17:20:05.297653,f9a1ae3434cf150d
RELIEVED,R,Release/Liberation,MEDIUM,"**Category**: Release/Liberation  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T17:20:05.297653,f9a1ae3434cf150d
RELUCTANCE,R,Hesitancy/Unwillingness,MEDIUM,"**Category**: Hesitancy/Unwillingness  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T17:20:05.297653,6874906678558ddd
RELUCTANCE,R,Hesitancy/Unwillingness,MEDIUM,"**Category**: Hesitancy/Unwillingness  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T17:20:05.297653,6874906678558ddd
RELUCTANT,R,Hesitant/Unwilling,MEDIUM,"**Category**: Hesitant/Unwilling  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T17:20:05.297653,2ab33854000e44d3
RELUCTANT,R,Hesitant/Unwilling,MEDIUM,"**Category**: Hesitant/Unwilling  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T17:20:05.297653,2ab33854000e44d3
REMARKABLE,R,Noteworthy/Outstanding,LOW,"**Category**: Noteworthy/Outstanding  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",,YES,NO,MINIMAL,,2025-11-13T17:20:05.297653,f0410bcce1932107
REMARKABLE,R,Noteworthy/Outstanding,LOW,"**Category**: Noteworthy/Outstanding  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",,YES,NO,MINIMAL,,2025-11-13T17:20:05.297653,f0410bcce1932107
REMORSE,R,Deep Regret/Sorrow,HIGH,"**Category**: Deep Regret/Sorrow  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T17:20:05.297653,ed62c012fbb91598
REMORSE,R,Deep Regret/Sorrow,HIGH,"**Category**: Deep Regret/Sorrow  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T17:20:05.297653,ed62c012fbb91598
REMORSEFUL,R,Regret/Contrition,HIGH,"**Category**: Regret/Contrition  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T17:20:05.297653,6ef3e064a52085de
REMORSEFUL,R,Regret/Contrition,HIGH,"**Category**: Regret/Contrition  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T17:20:05.297653,6ef3e064a52085de
REPELLED,R,Disgusted/Repulsed,MEDIUM,"**Category**: Disgusted/Repulsed  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T17:20:05.297653,ba83f8446e55f914
REPELLED,R,Disgusted/Repulsed,MEDIUM,"**Category**: Disgusted/Repulsed  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T17:20:05.297653,ba83f8446e55f914
REPENTANCE,R,Sincere Regret/Remorse,HIGH,"**Category**: Sincere Regret/Remorse  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T17:20:05.297653,504acfe3e53c9b48
REPENTANCE,R,Sincere Regret/Remorse,HIGH,"**Category**: Sincere Regret/Remorse  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T17:20:05.297653,504acfe3e53c9b48
REPUGNANT,R,Extremely Distasteful/Revolting,HIGH,"**Category**: Extremely Distasteful/Revolting  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T17:20:05.297653,8df9ad65beb6af52
REPUGNANT,R,Extremely Distasteful/Revolting,HIGH,"**Category**: Extremely Distasteful/Revolting  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T17:20:05.297653,8df9ad65beb6af52
REPULSED,R,Strongly Disgusted/Revolted,MEDIUM,"**Category**: Strongly Disgusted/Revolted  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T17:20:05.297653,087c195bef9f0d2e
REPULSED,R,Strongly Disgusted/Revolted,MEDIUM,"**Category**: Strongly Disgusted/Revolted  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T17:20:05.297653,087c195bef9f0d2e
RESENTFUL,R,Anger/Bitterness,HIGH,"**Category**: Anger/Bitterness  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T17:20:05.297653,71473c521d00e88c
RESENTFUL,R,Anger/Bitterness,HIGH,"**Category**: Anger/Bitterness  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T17:20:05.297653,71473c521d00e88c
RESENTMENT,R,Persistent Bitterness/Grudge,HIGH,"**Category**: Persistent Bitterness/Grudge  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T17:20:05.297653,59ffbdc56bb2e009
RESENTMENT,R,Persistent Bitterness/Grudge,HIGH,"**Category**: Persistent Bitterness/Grudge  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T17:20:05.297653,59ffbdc56bb2e009
RESERVED,R,Restrained/Cautious,LOW,"**Category**: Restrained/Cautious  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",,YES,NO,MINIMAL,,2025-11-13T17:20:05.297653,4ebe11ab3b9e778d
RESERVED,R,Restrained/Cautious,LOW,"**Category**: Restrained/Cautious  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",,YES,NO,MINIMAL,,2025-11-13T17:20:05.297653,4ebe11ab3b9e778d
RESIGNATION,R,Acceptance/Surrender,HIGH,"**Category**: Acceptance/Surrender  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T17:20:05.297653,07ab513afcf2e50f
RESIGNATION,R,Acceptance/Surrender,HIGH,"**Category**: Acceptance/Surrender  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T17:20:05.297653,07ab513afcf2e50f
RESIGNED,R,Accepting/Submissive,MEDIUM,"**Category**: Accepting/Submissive  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T17:20:05.297653,56c98e40048fcd21
RESIGNED,R,Accepting/Submissive,MEDIUM,"**Category**: Accepting/Submissive  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T17:20:05.297653,56c98e40048fcd21
RESOLVED,R,Determined/Settled,LOW,"**Category**: Determined/Settled  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",,YES,NO,MINIMAL,,2025-11-13T17:20:05.297653,3bf9c8001554e38c
RESOLVED,R,Determined/Settled,LOW,"**Category**: Determined/Settled  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",,YES,NO,MINIMAL,,2025-11-13T17:20:05.297653,3bf9c8001554e38c
RESPECTED,R,Esteemed/Honored,LOW,"**Category**: Esteemed/Honored  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",,YES,NO,MINIMAL,,2025-11-13T17:20:05.297653,beb7d7b192f9fb82
RESPECTED,R,Esteemed/Honored,LOW,"**Category**: Esteemed/Honored  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",,YES,NO,MINIMAL,,2025-11-13T17:20:05.297653,beb7d7b192f9fb82
RESPECTFUL,R,Honoring/Considerate,MEDIUM,"**Category**: Honoring/Considerate  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T17:20:05.297653,8048562c3a2f083a
RESPECTFUL,R,Honoring/Considerate,MEDIUM,"**Category**: Honoring/Considerate  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T17:20:05.297653,8048562c3a2f083a
RESPONSIBLE,R,Accountable/Reliable,MEDIUM,"**Category**: Accountable/Reliable  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T17:20:05.297653,3273e121570e7906
RESPONSIBLE,R,Accountable/Reliable,MEDIUM,"**Category**: Accountable/Reliable  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T17:20:05.297653,3273e121570e7906
RESTFUL,R,Peaceful/Relaxing,LOW,"**Category**: Peaceful/Relaxing  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",,YES,NO,MINIMAL,,2025-11-13T17:20:05.297653,cbaf68a605866b11
RESTFUL,R,Peaceful/Relaxing,LOW,"**Category**: Peaceful/Relaxing  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",,YES,NO,MINIMAL,,2025-11-13T17:20:05.297653,cbaf68a605866b11
RESTLESS,R,Agitation/Unease,MEDIUM,"**Category**: Agitation/Unease  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T17:20:05.297653,0738f0fcd76ee80f
RESTLESS,R,Agitation/Unease,MEDIUM,"**Category**: Agitation/Unease  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T17:20:05.297653,0738f0fcd76ee80f
REVITALIZED,R,Renewed/Energized,LOW,"**Category**: Renewed/Energized  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",,YES,NO,MINIMAL,,2025-11-13T17:20:05.297653,723842df14128882
REVITALIZED,R,Renewed/Energized,LOW,"**Category**: Renewed/Energized  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",,YES,NO,MINIMAL,,2025-11-13T17:20:05.297653,723842df14128882
REVOLTED,R,Disgusted/Repulsed,MEDIUM,"**Category**: Disgusted/Repulsed  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T17:20:05.297653,7d15a228d9a6c665
REVOLTED,R,Disgusted/Repulsed,MEDIUM,"**Category**: Disgusted/Repulsed  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T17:20:05.297653,7d15a228d9a6c665
REVULSION,R,Intense Disgust/Aversion,HIGH,"**Category**: Intense Disgust/Aversion  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T17:20:05.297653,8108d68980529fc9
REVULSION,R,Intense Disgust/Aversion,HIGH,"**Category**: Intense Disgust/Aversion  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T17:20:05.297653,8108d68980529fc9
RICH,R,Wealthy/Abundant,LOW,"**Category**: Wealthy/Abundant  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",,YES,NO,MINIMAL,,2025-11-13T17:20:05.297653,6ba96831f0b74508
RICH,R,Wealthy/Abundant,LOW,"**Category**: Wealthy/Abundant  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",,YES,NO,MINIMAL,,2025-11-13T17:20:05.297653,6ba96831f0b74508
RIDICULED,R,Mocked/Made Fun Of,HIGH,"**Category**: Mocked/Made Fun Of  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T17:20:05.297653,f59771e1b1205c1b
RIDICULED,R,Mocked/Made Fun Of,HIGH,"**Category**: Mocked/Made Fun Of  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T17:20:05.297653,f59771e1b1205c1b
RIGID,R,Inflexible/Stiff,MEDIUM,"**Category**: Inflexible/Stiff  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T17:20:05.297653,21e9d9b35a8f8489
RIGID,R,Inflexible/Stiff,MEDIUM,"**Category**: Inflexible/Stiff  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T17:20:05.297653,21e9d9b35a8f8489
RIPPED,R,Torn/Damaged,MEDIUM,"**Category**: Torn/Damaged  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T17:20:05.297653,7a5213a61be2e1ff
RIPPED,R,Torn/Damaged,MEDIUM,"**Category**: Torn/Damaged  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T17:20:05.297653,7a5213a61be2e1ff
ROAD RAGE,R,Traffic-Related Anger/Fury,HIGH,"**Category**: Traffic-Related Anger/Fury  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T17:20:05.297653,6e0cf8f64eaaab86
ROAD RAGE,R,Traffic-Related Anger/Fury,HIGH,"**Category**: Traffic-Related Anger/Fury  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T17:20:05.297653,6e0cf8f64eaaab86
ROMANTICIST,R,Idealistic/Dreamy,LOW,"**Category**: Idealistic/Dreamy  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",,YES,NO,MINIMAL,,2025-11-13T17:20:05.297653,d9e62cbb02606571
ROMANTICIST,R,Idealistic/Dreamy,LOW,"**Category**: Idealistic/Dreamy  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",,YES,NO,MINIMAL,,2025-11-13T17:20:05.297653,d9e62cbb02606571
ROOTED,R,Grounded/Established,LOW,"**Category**: Grounded/Established  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",,YES,NO,MINIMAL,,2025-11-13T17:20:05.297653,6d2ceb6f2723249f
ROOTED,R,Grounded/Established,LOW,"**Category**: Grounded/Established  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",,YES,NO,MINIMAL,,2025-11-13T17:20:05.297653,6d2ceb6f2723249f
ROUSED,R,Awakened/Stirred Up,MEDIUM,"**Category**: Awakened/Stirred Up  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T17:20:05.297653,78243f1af6be36c8
ROUSED,R,Awakened/Stirred Up,MEDIUM,"**Category**: Awakened/Stirred Up  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T17:20:05.297653,78243f1af6be36c8
SABOTAGED,S,Undermined/Destroyed,HIGH,"**Category**: Undermined/Destroyed  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T17:21:16.910596,d21ce1773c72c97d
