word,category,etymology_summary,date
SCORN,Contempt/Disdain,"**Category**: Contempt/Disdain  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",2025-11-13T17:21:16.910596
SECURE,Safety/Stability,"**Category**: Safety/Stability  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",
SECURE,Safety/Stability,"**Category**: Safety/Stability  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",2025-11-13T17:21:16.910596
SEEN,Acknowledged/Recognized,"**Category**: Acknowledged/Recognized  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",
SEEN,Acknowledged/Recognized,"**Category**: Acknowledged/Recognized  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",2025-11-13T17:21:16.910596
SEETHING,Intensely Angry/Boiling,"**Category**: Intensely Angry/Boiling  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",
SEETHING,Intensely Angry/Boiling,"**Category**: Intensely Angry/Boiling  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",2025-11-13T17:21:16.910596
SELF-ACCEPTING,Self-Positive/Affirming,"**Category**: Self-Positive/Affirming  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",
SELF-ACCEPTING,Self-Positive/Affirming,"**Category**: Self-Positive/Affirming  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",2025-11-13T17:21:16.910596
SELF-ASSURED,Confident/Certain,"**Category**: Confident/Certain  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",
SELF-ASSURED,Confident/Certain,"**Category**: Confident/Certain  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",2025-11-13T17:21:16.910596
SELF-CONGRATULATORY,Self-Praising/Boastful,"**Category**: Self-Praising/Boastful  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",
SELF-CONGRATULATORY,Self-Praising/Boastful,"**Category**: Self-Praising/Boastful  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",2025-11-13T17:21:16.910596
SELF-CONSCIOUS,Self-Aware/Embarrassed,"**Category**: Self-Aware/Embarrassed  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",
SELF-CONSCIOUS,Self-Aware/Embarrassed,"**Category**: Self-Aware/Embarrassed  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",2025-11-13T17:21:16.910596
SELF-DOUBTING,Self-Critical/Uncertain,"**Category**: Self-Critical/Uncertain  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",
SELF-DOUBTING,Self-Critical/Uncertain,"**Category**: Self-Critical/Uncertain  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",2025-11-13T17:21:16.910596
SELF-LOATHING,Self-Hatred/Contempt,"**Category**: Self-Hatred/Contempt  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",
SELF-LOATHING,Self-Hatred/Contempt,"**Category**: Self-Hatred/Contempt  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",2025-11-13T17:21:16.910596
SELF-PITY,Self-Indulgent Sorrow/Wallowing,"**Category**: Self-Indulgent Sorrow/Wallowing  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMEND",
SELF-PITY,Self-Indulgent Sorrow/Wallowing,"**Category**: Self-Indulgent Sorrow/Wallowing  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMEND",2025-11-13T17:21:16.910596
SELF-SATISFIED,Complacent/Smug,"**Category**: Complacent/Smug  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",
SELF-SATISFIED,Complacent/Smug,"**Category**: Complacent/Smug  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",2025-11-13T17:21:16.910596
SELFISH,Self-Centered/Egotistical,"**Category**: Self-Centered/Egotistical  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",
SELFISH,Self-Centered/Egotistical,"**Category**: Self-Centered/Egotistical  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",2025-11-13T17:21:16.910596
SENSUAL,Physical/Sensory Pleasure,"**Category**: Physical/Sensory Pleasure  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",
SENSUAL,Physical/Sensory Pleasure,"**Category**: Physical/Sensory Pleasure  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",2025-11-13T17:21:16.910596
SENSUOUS,Appealing to Senses/Luxurious,"**Category**: Appealing to Senses/Luxurious  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",
SENSUOUS,Appealing to Senses/Luxurious,"**Category**: Appealing to Senses/Luxurious  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",2025-11-13T17:21:16.910596
SENTIMENTAL,Emotionally Nostalgic/Tender,"**Category**: Emotionally Nostalgic/Tender  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",
SENTIMENTAL,Emotionally Nostalgic/Tender,"**Category**: Emotionally Nostalgic/Tender  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",2025-11-13T17:21:16.910596
SENTIMENTALITY,State of Being Emotionally Nostalgic/Tender,"**Category**: State of Being Emotionally Nostalgic/Tender  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration*",
SENTIMENTALITY,State of Being Emotionally Nostalgic/Tender,"**Category**: State of Being Emotionally Nostalgic/Tender  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration*",2025-11-13T17:21:16.910596
SERENE,Peace/Tranquility,"**Category**: Peace/Tranquility  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",
SERENE,Peace/Tranquility,"**Category**: Peace/Tranquility  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",2025-11-13T17:21:16.910596
SERENITY,State of Being Peaceful/Tranquil,"**Category**: State of Being Peaceful/Tranquil  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",
SERENITY,State of Being Peaceful/Tranquil,"**Category**: State of Being Peaceful/Tranquil  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",2025-11-13T17:21:16.910596
SERIOUS,Grave/Earnest,"**Category**: Grave/Earnest  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",
SERIOUS,Grave/Earnest,"**Category**: Grave/Earnest  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",2025-11-13T17:21:16.910596
SETTLED,Resolved/Established,"**Category**: Resolved/Established  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",
SETTLED,Resolved/Established,"**Category**: Resolved/Established  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",2025-11-13T17:21:16.910596
SEXUAL,Relating to Physical Intimacy,"**Category**: Relating to Physical Intimacy  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",
SEXUAL,Relating to Physical Intimacy,"**Category**: Relating to Physical Intimacy  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",2025-11-13T17:21:16.910596
SEXY,Attractive/Appealing,"**Category**: Attractive/Appealing  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",
SEXY,Attractive/Appealing,"**Category**: Attractive/Appealing  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",2025-11-13T17:21:16.910596
SHAKEN,Disturbed/Unsettled,"**Category**: Disturbed/Unsettled  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",
SHAKEN,Disturbed/Unsettled,"**Category**: Disturbed/Unsettled  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",2025-11-13T17:21:16.910596
SHAME,Self-Conscious Humiliation/Guilt,"**Category**: Self-Conscious Humiliation/Guilt  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",
SHAME,Self-Conscious Humiliation/Guilt,"**Category**: Self-Conscious Humiliation/Guilt  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",2025-11-13T17:21:16.910596
SHAMEFUL,Disgraceful/Dishonorable,"**Category**: Disgraceful/Dishonorable  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",
SHAMEFUL,Disgraceful/Dishonorable,"**Category**: Disgraceful/Dishonorable  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",2025-11-13T17:21:16.910596
SHARED,Mutual/Collective,"**Category**: Mutual/Collective  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",
SHARED,Mutual/Collective,"**Category**: Mutual/Collective  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",2025-11-13T17:21:16.910596
SHOCKED,Surprise/Trauma,"**Category**: Surprise/Trauma  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",
SHOCKED,Surprise/Trauma,"**Category**: Surprise/Trauma  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",2025-11-13T17:21:16.910596
SHOCKED-NUMB,Stunned/Emotionally Paralyzed,"**Category**: Stunned/Emotionally Paralyzed  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",
SHOCKED-NUMB,Stunned/Emotionally Paralyzed,"**Category**: Stunned/Emotionally Paralyzed  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",2025-11-13T17:21:16.910596
SHY,Social Anxiety/Introversion,"**Category**: Social Anxiety/Introversion  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",
SHY,Social Anxiety/Introversion,"**Category**: Social Anxiety/Introversion  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",2025-11-13T17:21:16.910596
SHYNESS,State of Being Timid/Reserved,"**Category**: State of Being Timid/Reserved  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",
SHYNESS,State of Being Timid/Reserved,"**Category**: State of Being Timid/Reserved  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",2025-11-13T17:21:16.910596
SICK,Ill/Unwell,"**Category**: Ill/Unwell  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",
SICK,Ill/Unwell,"**Category**: Ill/Unwell  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",2025-11-13T17:21:16.910596
SILLY,Playfulness/Frivolity,"**Category**: Playfulness/Frivolity  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: OPTIONAL",
SILLY,Playfulness/Frivolity,"**Category**: Playfulness/Frivolity  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: OPTIONAL",2025-11-13T17:21:16.910596
SINCERE,Genuine/Honest,"**Category**: Genuine/Honest  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",
SINCERE,Genuine/Honest,"**Category**: Genuine/Honest  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",2025-11-13T17:21:16.910596
SINCERITY,State of Being Genuine/Honest,"**Category**: State of Being Genuine/Honest  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",
SINCERITY,State of Being Genuine/Honest,"**Category**: State of Being Genuine/Honest  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",2025-11-13T17:21:16.910596
SKEPTICAL,Doubtful/Questioning,"**Category**: Doubtful/Questioning  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",
SKEPTICAL,Doubtful/Questioning,"**Category**: Doubtful/Questioning  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",2025-11-13T17:21:16.910596
SLUGGISH,Slow/Lethargic,"**Category**: Slow/Lethargic  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",
SLUGGISH,Slow/Lethargic,"**Category**: Slow/Lethargic  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",2025-11-13T17:21:16.910596
SMALL,Diminutive/Little,"**Category**: Diminutive/Little  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",
SMALL,Diminutive/Little,"**Category**: Diminutive/Little  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",2025-11-13T17:21:16.910596
SMUG,Self-Satisfied/Complacent,"**Category**: Self-Satisfied/Complacent  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",
SMUG,Self-Satisfied/Complacent,"**Category**: Self-Satisfied/Complacent  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",2025-11-13T17:21:16.910596
SMUGNESS,State of Being Self-Satisfied/Complacent,"**Category**: State of Being Self-Satisfied/Complacent  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: ",
SMUGNESS,State of Being Self-Satisfied/Complacent,"**Category**: State of Being Self-Satisfied/Complacent  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: ",2025-11-13T17:21:16.910596
SNOOPY,Curious/Inquisitive,"**Category**: Curious/Inquisitive  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",
SNOOPY,Curious/Inquisitive,"**Category**: Curious/Inquisitive  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",2025-11-13T17:21:16.910596
SOBER,Clear-Headed/Serious,"**Category**: Clear-Headed/Serious  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",
SOBER,Clear-Headed/Serious,"**Category**: Clear-Headed/Serious  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",2025-11-13T17:21:16.910596
SOBRIETY,State of Being Clear-Headed/Serious,"**Category**: State of Being Clear-Headed/Serious  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",
SOBRIETY,State of Being Clear-Headed/Serious,"**Category**: State of Being Clear-Headed/Serious  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",2025-11-13T17:21:16.910596
SOCIABLE,Friendly/Outgoing,"**Category**: Friendly/Outgoing  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",
SOCIABLE,Friendly/Outgoing,"**Category**: Friendly/Outgoing  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",2025-11-13T17:21:16.910596
SOFT,Gentle/Tender,"**Category**: Gentle/Tender  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",
SOFT,Gentle/Tender,"**Category**: Gentle/Tender  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",2025-11-13T17:21:16.910596
SOFTNESS,State of Being Gentle/Tender,"**Category**: State of Being Gentle/Tender  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",
SOFTNESS,State of Being Gentle/Tender,"**Category**: State of Being Gentle/Tender  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",2025-11-13T17:21:16.910596
SOLID,Stable/Reliable,"**Category**: Stable/Reliable  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",
SOLID,Stable/Reliable,"**Category**: Stable/Reliable  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",2025-11-13T17:21:16.910596
SOLITARY,Alone/Isolated,"**Category**: Alone/Isolated  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",
SOLITARY,Alone/Isolated,"**Category**: Alone/Isolated  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",2025-11-13T17:21:16.910596
SOLITUDE,State of Being Alone/Peaceful Isolation,"**Category**: State of Being Alone/Peaceful Isolation  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINI",
SOLITUDE,State of Being Alone/Peaceful Isolation,"**Category**: State of Being Alone/Peaceful Isolation  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINI",2025-11-13T17:21:16.910596
SOMBERNESS,State of Being Dark/Grave,"**Category**: State of Being Dark/Grave  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",
SOMBERNESS,State of Being Dark/Grave,"**Category**: State of Being Dark/Grave  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",2025-11-13T17:21:16.910596
SOOTHED,Calmed/Comforted,"**Category**: Calmed/Comforted  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",
SOOTHED,Calmed/Comforted,"**Category**: Calmed/Comforted  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",2025-11-13T17:21:16.910596
SORROW,Grief/Sadness,"**Category**: Grief/Sadness  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",
SORROW,Grief/Sadness,"**Category**: Grief/Sadness  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",2025-11-13T17:21:16.910596
SORROWFUL,Full of Deep Sadness/Grief,"**Category**: Full of Deep Sadness/Grief  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",
SORROWFUL,Full of Deep Sadness/Grief,"**Category**: Full of Deep Sadness/Grief  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",2025-11-13T17:21:16.910596
SORRY,Regret/Apology,"**Category**: Regret/Apology  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",
SORRY,Regret/Apology,"**Category**: Regret/Apology  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",2025-11-13T17:21:16.910596
SPACEY,Distracted/Absent-minded,"**Category**: Distracted/Absent-minded  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",
SPACEY,Distracted/Absent-minded,"**Category**: Distracted/Absent-minded  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",2025-11-13T17:21:16.910596
SPECIAL,Unique/Exceptional,"**Category**: Unique/Exceptional  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",
SPECIAL,Unique/Exceptional,"**Category**: Unique/Exceptional  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",2025-11-13T17:21:16.910596
SPEECHLESS,Unable to Speak/Stunned,"**Category**: Unable to Speak/Stunned  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",
SPEECHLESS,Unable to Speak/Stunned,"**Category**: Unable to Speak/Stunned  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",2025-11-13T17:21:16.910596
SPELLBOUND,Fascinated/Enchanted,"**Category**: Fascinated/Enchanted  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",
SPELLBOUND,Fascinated/Enchanted,"**Category**: Fascinated/Enchanted  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",2025-11-13T17:21:16.910596
SPIRITED,Lively/Energetic,"**Category**: Lively/Energetic  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",
SPIRITED,Lively/Energetic,"**Category**: Lively/Energetic  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",2025-11-13T17:21:16.910596
SPIRITLESS,Lacking Energy/Dejected,"**Category**: Lacking Energy/Dejected  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",
SPIRITLESS,Lacking Energy/Dejected,"**Category**: Lacking Energy/Dejected  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",2025-11-13T17:21:16.910596
SPIRITUAL,Sacred/Transcendent,"**Category**: Sacred/Transcendent  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",
SPIRITUAL,Sacred/Transcendent,"**Category**: Sacred/Transcendent  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",2025-11-13T17:21:16.910596
